m,n,k,p,algorithm,time,case
130639,130639,130639,9216,CTF [47] ,67048.32,memory_p1
130639,130639,130639,9216,CTF [47] ,65651.48,memory_p1
148996,148996,148996,11988,CTF [47] ,80303,memory_p1
148996,148996,148996,11988,CTF [47] ,81909.06,memory_p1
148996,148996,148996,11988,CTF [47] ,86727.24,memory_p1
174355,174355,174355,16384,CTF [47] ,103005,memory_p1
174355,174355,174355,16384,CTF [47] ,105065.1,memory_p1
174355,174355,174355,16384,CTF [47] ,110215.35,memory_p1
177576,177576,177576,17028,CTF [47] ,203374,memory_p1
177576,177576,177576,17028,CTF [47] ,211508.96,memory_p1
177576,177576,177576,17028,CTF [47] ,213542.7,memory_p1
184752,184752,184752,18432,CTF [47] ,148912,memory_p1
184752,184752,184752,18432,CTF [47] ,150401.12,memory_p1
184752,184752,184752,18432,CTF [47] ,162314.08,memory_p1
16329,16329,16329,128,COSMA (this work) ,2535.5499999999997,memory_p1
16329,16329,16329,128,COSMA (this work) ,2586.2609999999995,memory_p1
16329,16329,16329,128,COSMA (this work) ,2687.6829999999995,memory_p1
16329,16329,16329,144,COSMA (this work) ,2305.65,memory_p1
16329,16329,16329,144,COSMA (this work) ,2351.763,memory_p1
16329,16329,16329,144,COSMA (this work) ,2121.1980000000003,memory_p1
21602,21602,21602,252,COSMA (this work) ,3180.6,memory_p1
21602,21602,21602,252,COSMA (this work) ,3212.406,memory_p1
21602,21602,21602,252,COSMA (this work) ,3021.5699999999997,memory_p1
23094,23094,23094,256,COSMA (this work) ,3767.7,memory_p1
23094,23094,23094,256,COSMA (this work) ,3616.9919999999997,memory_p1
23094,23094,23094,256,COSMA (this work) ,3503.961,memory_p1
23094,23094,23094,288,COSMA (this work) ,3302.2,memory_p1
23094,23094,23094,288,COSMA (this work) ,3401.2659999999996,memory_p1
23094,23094,23094,288,COSMA (this work) ,3533.354,memory_p1
29439,29439,29439,468,COSMA (this work) ,4704.4,memory_p1
29439,29439,29439,468,COSMA (this work) ,4751.4439999999995,memory_p1
29439,29439,29439,468,COSMA (this work) ,5127.795999999999,memory_p1
31622,31622,31622,512,COSMA (this work) ,4590.4,memory_p1
31622,31622,31622,512,COSMA (this work) ,4452.688,memory_p1
31622,31622,31622,512,COSMA (this work) ,4911.727999999999,memory_p1
32659,32659,32659,576,COSMA (this work) ,4922.9,memory_p1
32659,32659,32659,576,COSMA (this work) ,5070.5869999999995,memory_p1
32659,32659,32659,576,COSMA (this work) ,5365.960999999999,memory_p1
40824,40824,40824,900,COSMA (this work) ,6133.2,memory_p1
40824,40824,40824,900,COSMA (this work) ,6071.8679999999995,memory_p1
40824,40824,40824,900,COSMA (this work) ,6623.856,memory_p1
42426,42426,42426,972,COSMA (this work) ,5940.349999999999,memory_p1
42426,42426,42426,972,COSMA (this work) ,6118.5605,memory_p1
42426,42426,42426,972,COSMA (this work) ,5465.121999999999,memory_p1
43969,43969,43969,1024,COSMA (this work) ,6434.349999999999,memory_p1
43969,43969,43969,1024,COSMA (this work) ,6305.663,memory_p1
43969,43969,43969,1024,COSMA (this work) ,5855.2585,memory_p1
46188,46188,46188,1152,COSMA (this work) ,6318.45,memory_p1
46188,46188,46188,1152,COSMA (this work) ,6444.8189999999995,memory_p1
46188,46188,46188,1152,COSMA (this work) ,5749.7895,memory_p1
49665,49665,49665,1332,COSMA (this work) ,7197.2,memory_p1
49665,49665,49665,1332,COSMA (this work) ,6909.312,memory_p1
49665,49665,49665,1332,COSMA (this work) ,7701.004,memory_p1
61644,61644,61644,2048,COSMA (this work) ,9358.449999999999,memory_p1
61644,61644,61644,2048,COSMA (this work) ,9077.696499999998,memory_p1
61644,61644,61644,2048,COSMA (this work) ,8703.358499999998,memory_p1
63770,63770,63770,2196,COSMA (this work) ,9077.25,memory_p1
63770,63770,63770,2196,COSMA (this work) ,9168.0225,memory_p1
63770,63770,63770,2196,COSMA (this work) ,9712.6575,memory_p1
65319,65319,65319,2304,COSMA (this work) ,8654.5,memory_p1
65319,65319,65319,2304,COSMA (this work) ,8394.865,memory_p1
65319,65319,65319,2304,COSMA (this work) ,9260.315,memory_p1
73484,73484,73484,2916,COSMA (this work) ,12188.5,memory_p1
73484,73484,73484,2916,COSMA (this work) ,12676.04,memory_p1
73484,73484,73484,2916,COSMA (this work) ,12919.81,memory_p1
78740,78740,78740,3348,COSMA (this work) ,14375.4,memory_p1
78740,78740,78740,3348,COSMA (this work) ,13800.384,memory_p1
78740,78740,78740,3348,COSMA (this work) ,15094.17,memory_p1
87177,87177,87177,4096,COSMA (this work) ,15247.5,memory_p1
87177,87177,87177,4096,COSMA (this work) ,14790.075,memory_p1
87177,87177,87177,4096,COSMA (this work) ,14485.125,memory_p1
92376,92376,92376,4608,COSMA (this work) ,15050.849999999999,memory_p1
92376,92376,92376,4608,COSMA (this work) ,15652.883999999998,memory_p1
92376,92376,92376,4608,COSMA (this work) ,13846.782,memory_p1
115758,115758,115758,7236,COSMA (this work) ,16268.75,memory_p1
115758,115758,115758,7236,COSMA (this work) ,15618.0,memory_p1
115758,115758,115758,7236,COSMA (this work) ,15292.625,memory_p1
120000,120000,120000,7776,COSMA (this work) ,16606.0,memory_p1
120000,120000,120000,7776,COSMA (this work) ,16772.06,memory_p1
120000,120000,120000,7776,COSMA (this work) ,17934.48,memory_p1
123288,123288,123288,8192,COSMA (this work) ,22910.2,memory_p1
123288,123288,123288,8192,COSMA (this work) ,22681.098,memory_p1
123288,123288,123288,8192,COSMA (this work) ,24513.914,memory_p1
130639,130639,130639,9216,COSMA (this work) ,25836.85,memory_p1
130639,130639,130639,9216,COSMA (this work) ,27173.587,memory_p1
130639,130639,130639,9216,COSMA (this work) ,23321.533499999998,memory_p1
148996,148996,148996,11988,COSMA (this work) ,32655.3,memory_p1
148996,148996,148996,11988,COSMA (this work) ,32002.194,memory_p1
148996,148996,148996,11988,COSMA (this work) ,31022.535,memory_p1
174355,174355,174355,16384,COSMA (this work) ,38371.45,memory_p1
174355,174355,174355,16384,COSMA (this work) ,37604.021,memory_p1
174355,174355,174355,16384,COSMA (this work) ,40673.736999999994,memory_p1
177576,177576,177576,17028,COSMA (this work) ,29543.1,memory_p1
177576,177576,177576,17028,COSMA (this work) ,28952.237999999998,memory_p1
177576,177576,177576,17028,COSMA (this work) ,31315.685999999998,memory_p1
184752,184752,184752,18432,COSMA (this work) ,31895.3,memory_p1
184752,184752,184752,18432,COSMA (this work) ,30938.441,memory_p1
184752,184752,184752,18432,COSMA (this work) ,30300.535,memory_p1
12960,12960,12960,128,CARMA [21] ,3166.8,memory_p2
12960,12960,12960,128,CARMA [21] ,3040.128,memory_p2
12960,12960,12960,128,CARMA [21] ,2881.788,memory_p2
16329,16329,16329,256,CARMA [21] ,1709.4,memory_p2
16329,16329,16329,256,CARMA [21] ,1743.5880000000002,memory_p2
16329,16329,16329,256,CARMA [21] ,1606.836,memory_p2
20136,20136,20136,512,CARMA [21] ,6359.85,memory_p2
20136,20136,20136,512,CARMA [21] ,6423.4485,memory_p2
20136,20136,20136,512,CARMA [21] ,5851.062,memory_p2
25085,25085,25085,1024,CARMA [21] ,3568.9500000000003,memory_p2
25085,25085,25085,1024,CARMA [21] ,3426.1920000000005,memory_p2
25085,25085,25085,1024,CARMA [21] ,3854.4660000000003,memory_p2
31422,31422,31422,2048,CARMA [21] ,1989.75,memory_p2
31422,31422,31422,2048,CARMA [21] ,1910.16,memory_p2
31422,31422,31422,2048,CARMA [21] ,2148.93,memory_p2
39590,39590,39590,4096,CARMA [21] ,6822.900000000001,memory_p2
39590,39590,39590,4096,CARMA [21] ,6891.129000000001,memory_p2
39590,39590,39590,4096,CARMA [21] ,6413.526000000001,memory_p2
49880,49880,49880,8192,CARMA [21] ,3778.9500000000003,memory_p2
49880,49880,49880,8192,CARMA [21] ,3741.1605000000004,memory_p2
49880,49880,49880,8192,CARMA [21] ,3476.634,memory_p2
62845,62845,62845,16384,CARMA [21] ,2166.15,memory_p2
62845,62845,62845,16384,CARMA [21] ,2231.1345,memory_p2
62845,62845,62845,16384,CARMA [21] ,2317.7805000000003,memory_p2
12960,12960,12960,109,ScaLAPACK [51] ,2138,memory_p2
12960,12960,12960,109,ScaLAPACK [51] ,2052.48,memory_p2
12960,12960,12960,109,ScaLAPACK [51] ,2287.66,memory_p2
12960,12960,12960,128,ScaLAPACK [51] ,2122,memory_p2
12960,12960,12960,128,ScaLAPACK [51] ,2164.44,memory_p2
12960,12960,12960,128,ScaLAPACK [51] ,2249.32,memory_p2
12960,12960,12960,144,ScaLAPACK [51] ,1757,memory_p2
12960,12960,12960,144,ScaLAPACK [51] ,1721.86,memory_p2
12960,12960,12960,144,ScaLAPACK [51] ,1669.15,memory_p2
15618,15618,15618,252,ScaLAPACK [51] ,1871,memory_p2
15618,15618,15618,252,ScaLAPACK [51] ,1945.84,memory_p2
15618,15618,15618,252,ScaLAPACK [51] ,2020.68,memory_p2
16329,16329,16329,256,ScaLAPACK [51] ,2130,memory_p2
16329,16329,16329,256,ScaLAPACK [51] ,2044.8,memory_p2
16329,16329,16329,256,ScaLAPACK [51] ,1980.9,memory_p2
16329,16329,16329,288,ScaLAPACK [51] ,2044,memory_p2
16329,16329,16329,288,ScaLAPACK [51] ,2003.12,memory_p2
16329,16329,16329,288,ScaLAPACK [51] ,2146.2,memory_p2
19198,19198,19198,468,ScaLAPACK [51] ,2283,memory_p2
19198,19198,19198,468,ScaLAPACK [51] ,2305.83,memory_p2
19198,19198,19198,468,ScaLAPACK [51] ,2442.81,memory_p2
20136,20136,20136,512,ScaLAPACK [51] ,2301,memory_p2
20136,20136,20136,512,ScaLAPACK [51] ,2231.97,memory_p2
20136,20136,20136,512,ScaLAPACK [51] ,2093.91,memory_p2
20574,20574,20574,576,ScaLAPACK [51] ,2318,memory_p2
20574,20574,20574,576,ScaLAPACK [51] ,2294.82,memory_p2
20574,20574,20574,576,ScaLAPACK [51] ,2109.38,memory_p2
23874,23874,23874,900,ScaLAPACK [51] ,2741,memory_p2
23874,23874,23874,900,ScaLAPACK [51] ,2850.64,memory_p2
23874,23874,23874,900,ScaLAPACK [51] ,2987.69,memory_p2
24494,24494,24494,972,ScaLAPACK [51] ,2701,memory_p2
24494,24494,24494,972,ScaLAPACK [51] ,2673.99,memory_p2
24494,24494,24494,972,ScaLAPACK [51] ,2457.91,memory_p2
25085,25085,25085,1024,ScaLAPACK [51] ,2501,memory_p2
25085,25085,25085,1024,ScaLAPACK [51] ,2425.97,memory_p2
25085,25085,25085,1024,ScaLAPACK [51] ,2701.08,memory_p2
25922,25922,25922,1152,ScaLAPACK [51] ,2617,memory_p2
25922,25922,25922,1152,ScaLAPACK [51] ,2721.68,memory_p2
25922,25922,25922,1152,ScaLAPACK [51] ,2459.98,memory_p2
27207,27207,27207,1332,ScaLAPACK [51] ,4408,memory_p2
27207,27207,27207,1332,ScaLAPACK [51] ,4363.92,memory_p2
27207,27207,27207,1332,ScaLAPACK [51] ,4804.72,memory_p2
31422,31422,31422,2048,ScaLAPACK [51] ,3207,memory_p2
31422,31422,31422,2048,ScaLAPACK [51] ,3110.79,memory_p2
31422,31422,31422,2048,ScaLAPACK [51] ,3399.42,memory_p2
32141,32141,32141,2196,ScaLAPACK [51] ,5093,memory_p2
32141,32141,32141,2196,ScaLAPACK [51] ,4889.28,memory_p2
32141,32141,32141,2196,ScaLAPACK [51] ,5347.65,memory_p2
32659,32659,32659,2304,ScaLAPACK [51] ,3488,memory_p2
32659,32659,32659,2304,ScaLAPACK [51] ,3522.88,memory_p2
32659,32659,32659,2304,ScaLAPACK [51] ,3801.92,memory_p2
35327,35327,35327,2916,ScaLAPACK [51] ,3552,memory_p2
35327,35327,35327,2916,ScaLAPACK [51] ,3409.92,memory_p2
35327,35327,35327,2916,ScaLAPACK [51] ,3765.12,memory_p2
36992,36992,36992,3348,ScaLAPACK [51] ,4113,memory_p2
36992,36992,36992,3348,ScaLAPACK [51] ,4195.26,memory_p2
36992,36992,36992,3348,ScaLAPACK [51] ,4318.65,memory_p2
39590,39590,39590,4096,ScaLAPACK [51] ,9922,memory_p2
39590,39590,39590,4096,ScaLAPACK [51] ,9723.56,memory_p2
39590,39590,39590,4096,ScaLAPACK [51] ,9326.68,memory_p2
41148,41148,41148,4573,ScaLAPACK [51] ,7618,memory_p2
41148,41148,41148,4573,ScaLAPACK [51] ,7313.28,memory_p2
41148,41148,41148,4573,ScaLAPACK [51] ,7008.5599999999995,memory_p2
41148,41148,41148,4608,ScaLAPACK [51] ,4292,memory_p2
41148,41148,41148,4608,ScaLAPACK [51] ,4249.08,memory_p2
41148,41148,41148,4608,ScaLAPACK [51] ,4635.36,memory_p2
47828,47828,47828,7236,ScaLAPACK [51] ,4878,memory_p2
47828,47828,47828,7236,ScaLAPACK [51] ,4780.44,memory_p2
47828,47828,47828,7236,ScaLAPACK [51] ,5121.9,memory_p2
48989,48989,48989,7741,ScaLAPACK [51] ,4405,memory_p2
48989,48989,48989,7741,ScaLAPACK [51] ,4493.1,memory_p2
48989,48989,48989,7741,ScaLAPACK [51] ,4713.35,memory_p2
48989,48989,48989,7776,ScaLAPACK [51] ,4067,memory_p2
48989,48989,48989,7776,ScaLAPACK [51] ,3944.99,memory_p2
48989,48989,48989,7776,ScaLAPACK [51] ,4392.36,memory_p2
49880,49880,49880,8192,ScaLAPACK [51] ,15195,memory_p2
49880,49880,49880,8192,ScaLAPACK [51] ,15043.05,memory_p2
49880,49880,49880,8192,ScaLAPACK [51] ,14283.3,memory_p2
51844,51844,51844,9216,ScaLAPACK [51] ,4328,memory_p2
51844,51844,51844,9216,ScaLAPACK [51] ,4457.84,memory_p2
51844,51844,51844,9216,ScaLAPACK [51] ,4025.04,memory_p2
56593,56593,56593,11988,ScaLAPACK [51] ,5006,memory_p2
56593,56593,56593,11988,ScaLAPACK [51] ,5206.24,memory_p2
56593,56593,56593,11988,ScaLAPACK [51] ,5456.54,memory_p2
62845,62845,62845,16384,ScaLAPACK [51] ,5202,memory_p2
62845,62845,62845,16384,ScaLAPACK [51] ,5306.04,memory_p2
62845,62845,62845,16384,ScaLAPACK [51] ,4733.82,memory_p2
63617,63617,63617,17028,ScaLAPACK [51] ,5226,memory_p2
63617,63617,63617,17028,ScaLAPACK [51] ,5435.04,memory_p2
63617,63617,63617,17028,ScaLAPACK [51] ,4912.44,memory_p2
65319,65319,65319,18432,ScaLAPACK [51] ,4641,memory_p2
65319,65319,65319,18432,ScaLAPACK [51] ,4687.41,memory_p2
65319,65319,65319,18432,ScaLAPACK [51] ,4873.05,memory_p2
12960,12960,12960,109,CTF [47] ,3155,memory_p2
12960,12960,12960,109,CTF [47] ,3218.1,memory_p2
12960,12960,12960,109,CTF [47] ,3438.95,memory_p2
12960,12960,12960,128,CTF [47] ,1679,memory_p2
12960,12960,12960,128,CTF [47] ,1695.79,memory_p2
12960,12960,12960,128,CTF [47] ,1561.47,memory_p2
12960,12960,12960,144,CTF [47] ,1513,memory_p2
12960,12960,12960,144,CTF [47] ,1452.48,memory_p2
12960,12960,12960,144,CTF [47] ,1422.22,memory_p2
15618,15618,15618,217,CTF [47] ,2638,memory_p2
15618,15618,15618,217,CTF [47] ,2611.62,memory_p2
15618,15618,15618,217,CTF [47] ,2400.58,memory_p2
15618,15618,15618,252,CTF [47] ,2033,memory_p2
15618,15618,15618,252,CTF [47] ,2114.32,memory_p2
15618,15618,15618,252,CTF [47] ,2134.65,memory_p2
16329,16329,16329,253,CTF [47] ,2656,memory_p2
16329,16329,16329,253,CTF [47] ,2629.44,memory_p2
16329,16329,16329,253,CTF [47] ,2868.48,memory_p2
16329,16329,16329,256,CTF [47] ,2006,memory_p2
16329,16329,16329,256,CTF [47] ,1985.94,memory_p2
16329,16329,16329,256,CTF [47] ,1885.64,memory_p2
16329,16329,16329,288,CTF [47] ,2005,memory_p2
16329,16329,16329,288,CTF [47] ,1984.95,memory_p2
16329,16329,16329,288,CTF [47] ,2145.35,memory_p2
19198,19198,19198,433,CTF [47] ,7615,memory_p2
19198,19198,19198,433,CTF [47] ,7691.15,memory_p2
19198,19198,19198,433,CTF [47] ,8071.9,memory_p2
19198,19198,19198,468,CTF [47] ,2818,memory_p2
19198,19198,19198,468,CTF [47] ,2789.82,memory_p2
19198,19198,19198,468,CTF [47] ,2677.1,memory_p2
20136,20136,20136,512,CTF [47] ,2555,memory_p2
20136,20136,20136,512,CTF [47] ,2529.45,memory_p2
20136,20136,20136,512,CTF [47] ,2427.25,memory_p2
20574,20574,20574,541,CTF [47] ,8855,memory_p2
20574,20574,20574,541,CTF [47] ,9120.65,memory_p2
20574,20574,20574,541,CTF [47] ,8146.6,memory_p2
20574,20574,20574,576,CTF [47] ,2578,memory_p2
20574,20574,20574,576,CTF [47] ,2552.22,memory_p2
20574,20574,20574,576,CTF [47] ,2758.46,memory_p2
23874,23874,23874,865,CTF [47] ,7096,memory_p2
23874,23874,23874,865,CTF [47] ,6954.08,memory_p2
23874,23874,23874,865,CTF [47] ,6528.32,memory_p2
23874,23874,23874,900,CTF [47] ,3445,memory_p2
23874,23874,23874,900,CTF [47] ,3513.9,memory_p2
23874,23874,23874,900,CTF [47] ,3169.4,memory_p2
24494,24494,24494,937,CTF [47] ,13375,memory_p2
24494,24494,24494,937,CTF [47] ,12973.75,memory_p2
24494,24494,24494,937,CTF [47] ,12438.75,memory_p2
24494,24494,24494,972,CTF [47] ,4052,memory_p2
24494,24494,24494,972,CTF [47] ,3930.44,memory_p2
24494,24494,24494,972,CTF [47] ,4295.12,memory_p2
25085,25085,25085,1024,CTF [47] ,3468,memory_p2
25085,25085,25085,1024,CTF [47] ,3329.28,memory_p2
25085,25085,25085,1024,CTF [47] ,3710.76,memory_p2
25922,25922,25922,1117,CTF [47] ,15032,memory_p2
25922,25922,25922,1117,CTF [47] ,14731.36,memory_p2
25922,25922,25922,1117,CTF [47] ,13679.119999999999,memory_p2
25922,25922,25922,1152,CTF [47] ,4014,memory_p2
25922,25922,25922,1152,CTF [47] ,3893.58,memory_p2
25922,25922,25922,1152,CTF [47] ,3692.88,memory_p2
27207,27207,27207,1297,CTF [47] ,16986,memory_p2
27207,27207,27207,1297,CTF [47] ,16646.28,memory_p2
27207,27207,27207,1297,CTF [47] ,17835.3,memory_p2
27207,27207,27207,1332,CTF [47] ,6344,memory_p2
27207,27207,27207,1332,CTF [47] ,6153.68,memory_p2
27207,27207,27207,1332,CTF [47] ,6788.08,memory_p2
31422,31422,31422,2048,CTF [47] ,5933,memory_p2
31422,31422,31422,2048,CTF [47] ,6110.99,memory_p2
31422,31422,31422,2048,CTF [47] ,6288.98,memory_p2
32141,32141,32141,2161,CTF [47] ,23465,memory_p2
32141,32141,32141,2161,CTF [47] ,23699.65,memory_p2
32141,32141,32141,2161,CTF [47] ,21587.8,memory_p2
32141,32141,32141,2196,CTF [47] ,5946,memory_p2
32141,32141,32141,2196,CTF [47] ,5886.54,memory_p2
32141,32141,32141,2196,CTF [47] ,5529.78,memory_p2
32659,32659,32659,2269,CTF [47] ,24569,memory_p2
32659,32659,32659,2269,CTF [47] ,25060.38,memory_p2
32659,32659,32659,2269,CTF [47] ,23094.86,memory_p2
32659,32659,32659,2304,CTF [47] ,5968,memory_p2
32659,32659,32659,2304,CTF [47] ,6206.72,memory_p2
32659,32659,32659,2304,CTF [47] ,6505.12,memory_p2
35327,35327,35327,2881,CTF [47] ,13004,memory_p2
35327,35327,35327,2881,CTF [47] ,13394.12,memory_p2
35327,35327,35327,2881,CTF [47] ,13914.28,memory_p2
35327,35327,35327,2916,CTF [47] ,6455,memory_p2
35327,35327,35327,2916,CTF [47] ,6196.8,memory_p2
35327,35327,35327,2916,CTF [47] ,6132.25,memory_p2
36992,36992,36992,3313,CTF [47] ,34713,memory_p2
36992,36992,36992,3313,CTF [47] ,33671.61,memory_p2
36992,36992,36992,3313,CTF [47] ,37490.04,memory_p2
36992,36992,36992,3348,CTF [47] ,11834,memory_p2
36992,36992,36992,3348,CTF [47] ,11715.66,memory_p2
36992,36992,36992,3348,CTF [47] ,11005.62,memory_p2
39590,39590,39590,4096,CTF [47] ,7047,memory_p2
39590,39590,39590,4096,CTF [47] ,6765.12,memory_p2
39590,39590,39590,4096,CTF [47] ,7469.82,memory_p2
41148,41148,41148,4573,CTF [47] ,17927,memory_p2
41148,41148,41148,4573,CTF [47] ,18285.54,memory_p2
41148,41148,41148,4573,CTF [47] ,17030.65,memory_p2
41148,41148,41148,4608,CTF [47] ,10263,memory_p2
41148,41148,41148,4608,CTF [47] ,10468.26,memory_p2
41148,41148,41148,4608,CTF [47] ,10981.41,memory_p2
47828,47828,47828,7201,CTF [47] ,22471,memory_p2
47828,47828,47828,7201,CTF [47] ,22920.42,memory_p2
47828,47828,47828,7201,CTF [47] ,20448.61,memory_p2
47828,47828,47828,7236,CTF [47] ,6233,memory_p2
47828,47828,47828,7236,CTF [47] ,6046.01,memory_p2
47828,47828,47828,7236,CTF [47] ,6731.64,memory_p2
48989,48989,48989,7741,CTF [47] ,64402,memory_p2
48989,48989,48989,7741,CTF [47] ,66334.06,memory_p2
48989,48989,48989,7741,CTF [47] ,58605.82,memory_p2
48989,48989,48989,7776,CTF [47] ,10566,memory_p2
48989,48989,48989,7776,CTF [47] ,10988.64,memory_p2
48989,48989,48989,7776,CTF [47] ,11411.28,memory_p2
49880,49880,49880,8192,CTF [47] ,12562,memory_p2
49880,49880,49880,8192,CTF [47] ,12185.14,memory_p2
49880,49880,49880,8192,CTF [47] ,11431.42,memory_p2
51844,51844,51844,9181,CTF [47] ,69050,memory_p2
51844,51844,51844,9181,CTF [47] ,71812.0,memory_p2
51844,51844,51844,9181,CTF [47] ,63526.0,memory_p2
51844,51844,51844,9216,CTF [47] ,10038,memory_p2
51844,51844,51844,9216,CTF [47] ,9736.86,memory_p2
51844,51844,51844,9216,CTF [47] ,9134.58,memory_p2
56593,56593,56593,11953,CTF [47] ,84670,memory_p2
56593,56593,56593,11953,CTF [47] ,83823.3,memory_p2
56593,56593,56593,11953,CTF [47] ,89750.2,memory_p2
56593,56593,56593,11988,CTF [47] ,5704,memory_p2
56593,56593,56593,11988,CTF [47] ,5532.88,memory_p2
56593,56593,56593,11988,CTF [47] ,6103.28,memory_p2
62845,62845,62845,16384,CTF [47] ,12131,memory_p2
62845,62845,62845,16384,CTF [47] ,12616.24,memory_p2
62845,62845,62845,16384,CTF [47] ,11524.45,memory_p2
63617,63617,63617,17028,CTF [47] ,20698,memory_p2
63617,63617,63617,17028,CTF [47] ,21318.94,memory_p2
63617,63617,63617,17028,CTF [47] ,21939.88,memory_p2
65319,65319,65319,18432,CTF [47] ,18070,memory_p2
65319,65319,65319,18432,CTF [47] ,17527.9,memory_p2
65319,65319,65319,18432,CTF [47] ,16624.4,memory_p2
12960,12960,12960,109,COSMA (this work) ,1634,memory_p2
12960,12960,12960,109,COSMA (this work) ,1584.98,memory_p2
12960,12960,12960,109,COSMA (this work) ,1732.04,memory_p2
12960,12960,12960,128,COSMA (this work) ,1321.45,memory_p2
12960,12960,12960,128,COSMA (this work) ,1268.592,memory_p2
12960,12960,12960,128,COSMA (this work) ,1202.5195,memory_p2
12960,12960,12960,144,COSMA (this work) ,1236.8999999999999,memory_p2
12960,12960,12960,144,COSMA (this work) ,1286.3759999999997,memory_p2
12960,12960,12960,144,COSMA (this work) ,1175.0549999999998,memory_p2
15618,15618,15618,217,COSMA (this work) ,1544,memory_p2
15618,15618,15618,217,COSMA (this work) ,1497.68,memory_p2
15618,15618,15618,217,COSMA (this work) ,1682.96,memory_p2
15618,15618,15618,252,COSMA (this work) ,1341.3999999999999,memory_p2
15618,15618,15618,252,COSMA (this work) ,1327.9859999999999,memory_p2
15618,15618,15618,252,COSMA (this work) ,1260.916,memory_p2
16329,16329,16329,253,COSMA (this work) ,1591,memory_p2
16329,16329,16329,253,COSMA (this work) ,1543.27,memory_p2
